participant_id,day,prompts,answers,sleep_hours,ema
15,29,8,5,9.0,0
15,30,10,5,6.6,0
16,1,14,8,7.1,1
16,2,11,6,10.4,1
16,3,12,7,9.9,0
16,4,10,6,9.0,0
16,5,10,5,6.3,1
16,6,12,6,6.0,0
16,7,12,5,5.9,0
16,8,11,5,7.3,1
16,9,12,5,5.7,1
16,10,14,5,8.8,1
16,11,14,5,8.2,0
16,12,13,7,9.9,0
16,13,14,8,7.5,0
16,14,13,6,9.5,0
16,15,16,5,10.6,1
16,16,13,7,6.4,1
16,17,14,8,7.7,1
16,18,15,7,4.6,0
16,19,14,8,6.2,1
16,20,14,8,5.1,1
16,21,10,4,6.0,1
16,22,12,8,6.3,0
16,23,13,5,6.4,1
16,24,12,7,9.0,1
16,25,15,7,7.2,0
16,26,11,6,7.8,1
16,27,10,8,5.3,1
16,28,10,5,7.2,0
16,29,11,6,10.6,0
16,30,13,7,9.8,1
17,1,9,10,6.5,0
17,2,8,10,10.1,1
17,3,8,9,6.8,1
17,4,11,10,9.3,1
17,5,8,9,7.6,0
17,6,9,10,7.5,0
17,7,8,10,8.7,0
17,8,8,10,7.9,0
17,9,11,7,9.2,0
17,10,14,11,6.7,1
17,11,12,10,5.5,0
17,12,11,10,8.2,1
17,13,9,8,7.5,0
17,14,11,6,10.4,1
17,15,11,11,9.9,1
17,16,10,10,4.7,1
17,17,11,10,4.6,0
17,18,9,10,8.5,1
17,19,11,9,6.3,1
17,20,8,10,7.3,0
17,21,9,11,6.9,1
17,22,9,7,7.4,0
17,23,6,9,5.7,1
17,24,12,11,5.8,0
17,25,10,8,7.6,0
17,26,12,9,9.8,0
17,27,9,10,7.6,1
17,28,9,8,5.0,0
17,29,9,8,5.2,0
17,30,13,10,10.1,1
18,1,10,7,8.0,0
18,2,12,3,7.6,0
18,3,10,3,5.2,1
18,4,11,3,4.9,1
18,5,10,5,8.6,1
18,6,14,4,6.4,0
18,7,12,2,5.8,1
18,8,10,4,6.8,1
18,9,10,3,6.5,0
18,10,12,4,6.0,0
18,11,11,3,10.3,1
18,12,12,4,9.2,0
18,13,11,4,4.8,0
18,14,11,3,7.0,1
18,15,12,4,6.2,1
18,16,10,1,6.1,0
18,17,10,4,7.5,1
18,18,10,5,8.0,1
18,19,11,5,9.5,0
18,20,12,4,8.1,0
18,21,11,2,5.8,1
18,22,12,7,6.2,0
18,23,10,5,4.7,1
18,24,14,3,6.3,0
18,25,12,5,6.2,0
18,26,12,4,8.7,1
18,27,13,4,9.9,0
18,28,11,3,9.6,1
18,29,12,4,10.3,1
18,30,11,4,6.2,0
19,1,10,3,5.4,1
19,2,9,4,9.0,1
19,3,11,5,7.4,0
19,4,11,3,8.7,0
19,5,11,4,4.9,1
19,6,10,4,8.7,1
19,7,9,2,9.3,1
19,8,9,4,4.9,1
19,9,9,4,7.8,0
19,10,12,4,9.5,0
19,11,9,4,8.2,1
19,12,8,4,10.0,1
19,13,10,3,9.7,0
19,14,9,3,5.6,0
19,15,10,3,9.3,1
19,16,11,2,10.5,0
19,17,9,4,5.8,0
19,18,10,2,6.1,1
19,19,10,5,5.7,1
19,20,11,3,6.0,1
19,21,9,3,8.1,1
19,22,10,2,5.2,1
19,23,9,7,6.0,1
19,24,11,7,6.9,1
19,25,10,6,4.6,1
19,26,10,5,9.6,0
19,27,9,3,7.3,1
19,28,10,7,4.6,0
19,29,11,4,4.7,1
19,30,13,4,7.6,0
20,1,8,2,9.2,1
20,2,8,2,6.9,0
20,3,9,4,10.5,0
20,4,10,4,6.3,0
20,5,10,4,8.3,1
20,6,9,0,5.8,1
20,7,9,2,5.4,1
20,8,10,2,8.8,0
20,9,9,3,9.5,1
20,10,10,2,9.5,0
20,11,13,3,8.0,1
20,12,9,1,7.9,1
20,13,11,2,10.2,1
20,14,10,2,8.0,0
20,15,10,1,8.3,0
20,16,10,2,10.6,1
20,17,9,1,6.3,0
20,18,8,2,7.3,0
20,19,9,0,6.6,0
20,20,10,2,10.4,1
20,21,8,2,10.0,0
20,22,9,2,10.4,0
20,23,11,3,5.0,1
20,24,9,3,9.5,1
20,25,8,0,6.2,1
20,26,9,2,8.8,0
20,27,10,3,4.7,1
20,28,9,0,6.0,1
20,29,9,3,6.7,1
20,30,8,2,8.4,0
21,1,13,8,8.0,0
21,2,10,3,6.3,1
21,3,11,8,6.2,0
21,4,10,9,6.6,0
21,5,13,3,7.8,0
21,6,12,8,9.1,0
21,7,9,7,5.2,1
21,8,10,5,8.3,1
21,9,11,5,10.1,0
21,10,13,5,8.2,1
21,11,12,6,10.5,1
21,12,14,2,10.5,0
21,13,12,7,7.0,1
21,14,12,7,6.5,0
21,15,11,8,7.4,1
21,16,10,5,9.1,1
21,17,10,6,8.9,0
21,18,12,6,8.0,1
21,19,10,10,8.0,0
21,20,12,9,6.3,1
21,21,11,7,9.8,1
21,22,11,5,5.7,1
21,23,13,8,10.6,1
21,24,14,4,4.9,0
21,25,13,6,4.5,1
21,26,13,6,4.5,0
21,27,11,9,10.6,1
21,28,11,6,5.3,0
21,29,12,8,8.7,0
21,30,15,7,7.9,1
22,1,9,4,7.1,1
22,2,9,4,6.6,0
22,3,12,2,4.5,0
22,4,7,4,9.0,1
22,5,12,4,9.5,1
22,6,8,4,9.9,1
22,7,7,2,9.9,0
22,8,8,4,10.5,0
22,9,8,3,5.9,0
22,10,7,4,6.3,1
22,11,10,2,5.9,0
22,12,8,3,5.2,1
22,13,9,4,10.5,0
22,14,10,2,6.7,1
22,15,8,5,8.6,0
22,16,9,3,6.8,0
22,17,8,3,8.9,0
22,18,9,4,10.0,0
22,19,9,2,9.7,1
22,20,6,3,4.7,1
22,21,10,4,6.8,1
22,22,7,3,9.1,1
22,23,8,1,7.1,1
22,24,13,4,8.3,0
22,25,10,3,6.3,1
22,26,8,3,5.9,1
22,27,12,4,6.8,1
22,28,8,3,8.6,0
22,29,9,4,9.1,0
22,30,13,2,6.3,1
23,1,11,4,7.0,0
23,2,11,5,5.5,1
23,3,10,3,9.0,0
23,4,13,5,8.7,0
23,5,14,4,7.6,1
23,6,9,6,6.1,1
23,7,12,7,6.5,0
23,8,11,6,6.9,1
23,9,12,5,7.2,0
23,10,12,4,10.1,1
23,11,13,5,9.1,0
23,12,13,4,9.6,0
23,13,11,5,9.7,0
23,14,10,7,9.8,0
23,15,16,4,5.3,0
23,16,11,6,9.1,1
23,17,11,4,6.1,0
23,18,12,5,8.5,0
23,19,14,1,4.6,1
23,20,14,3,5.1,1
23,21,12,5,5.5,0
23,22,10,4,10.3,1
23,23,11,5,9.2,1
23,24,13,5,4.9,0
23,25,12,4,7.5,1
23,26,9,3,9.9,0
23,27,16,6,5.1,1
23,28,11,7,8.3,1
23,29,8,4,5.9,0
23,30,12,3,6.9,0
24,1,8,1,5.7,0
24,2,9,2,4.7,1
24,3,8,1,6.8,0
24,4,9,0,6.0,0
24,5,10,0,7.9,1
24,6,8,1,7.1,1
24,7,7,0,6.5,0
24,8,9,1,5.4,0
24,9,9,1,7.9,1
24,10,10,1,5.8,1
24,11,10,3,9.2,0
24,12,8,1,4.6,1
24,13,9,1,8.2,1
24,14,8,0,4.5,1
24,15,6,0,6.8,0
24,16,10,2,6.1,0
24,17,11,1,6.2,0
24,18,7,2,5.3,1
24,19,10,1,8.4,1
24,20,9,0,6.3,1
24,21,9,1,5.3,0
24,22,12,1,8.2,1
24,23,10,2,8.3,0
24,24,9,3,9.3,1
24,25,10,1,7.0,1
24,26,9,0,5.6,0
24,27,8,1,4.8,1
24,28,10,1,8.9,0
24,29,7,1,10.1,1
24,30,8,1,9.1,1
25,1,12,0,6.7,0
25,2,12,1,6.3,1
25,3,13,1,9.2,0
25,4,11,1,8.3,0
25,5,10,4,8.0,1
25,6,10,0,7.1,0
25,7,12,1,4.8,1
25,8,10,1,6.7,1
25,9,11,1,9.3,1
25,10,9,2,10.4,1
25,11,12,2,5.1,1
25,12,11,0,5.3,0
25,13,11,1,5.8,1
25,14,9,0,7.7,1
25,15,15,1,10.0,0
25,16,12,0,6.4,1
25,17,13,0,8.1,1
25,18,13,1,5.3,0
25,19,12,2,6.7,1
25,20,13,0,9.8,1
25,21,15,1,5.6,1
25,22,11,1,4.8,0
25,23,10,2,7.0,1
25,24,13,1,10.1,1
25,25,15,0,5.7,1
25,26,14,2,7.1,1
25,27,15,2,9.3,1
25,28,11,1,8.2,1
25,29,13,0,9.1,1
25,30,13,0,10.2,0
26,1,12,4,7.0,0
26,2,14,3,8.9,1
26,3,12,2,5.0,0
26,4,12,1,9.6,1
26,5,12,6,6.8,1
26,6,9,0,7.7,0
26,7,12,2,8.1,1
26,8,13,4,9.9,0
26,9,14,6,4.9,1
26,10,11,6,8.2,0
26,11,15,5,8.7,1
26,12,12,4,7.4,1
26,13,14,4,4.7,0
26,14,14,5,10.4,0
26,15,12,6,9.8,1
26,16,11,1,5.8,1
26,17,13,1,7.9,1
26,18,10,3,8.8,0
26,19,12,4,8.6,0
26,20,14,7,5.0,1
26,21,13,3,10.3,1
26,22,15,1,9.9,1
26,23,12,5,6.9,0
26,24,10,5,4.7,0
26,25,11,6,8.2,1
26,26,11,4,5.7,0
26,27,13,2,5.0,1
26,28,12,3,7.5,0
26,29,13,4,4.7,0
26,30,12,2,8.4,1
27,1,11,6,5.0,1
27,2,12,6,10.5,1
27,3,12,7,6.4,1
27,4,9,8,5.0,0
27,5,15,5,9.7,0
27,6,10,4,9.7,1
27,7,13,7,9.8,0
27,8,14,8,4.6,0
27,9,10,4,5.2,0
27,10,9,7,9.1,0
27,11,16,9,9.6,1
27,12,14,7,10.3,1
27,13,12,4,6.2,1
27,14,15,6,7.8,1
27,15,14,7,10.4,0
27,16,12,5,10.4,0
27,17,15,8,6.3,0
27,18,11,7,6.3,0
27,19,14,4,7.2,1
27,20,10,6,6.6,0
27,21,14,8,5.6,1
27,22,10,7,8.0,1
27,23,11,5,4.8,0
27,24,14,8,5.4,0
27,25,14,7,5.0,0
27,26,13,8,9.4,1
27,27,11,7,10.2,0
27,28,14,5,7.6,0
27,29,12,5,7.6,1
27,30,10,3,5.9,0
28,1,12,2,9.0,1
28,2,10,2,7.2,0
28,3,11,0,4.5,0
28,4,11,1,5.7,1
28,5,11,2,5.3,0
28,6,13,1,6.5,0
28,7,12,0,4.9,1
28,8,12,1,5.0,0
28,9,9,1,6.3,0
28,10,10,0,5.9,1
28,11,11,1,7.1,1
28,12,11,2,7.8,1
28,13,11,1,10.2,1
28,14,10,0,8.3,1
28,15,10,0,8.2,0
28,16,9,1,6.0,1
28,17,9,2,10.0,0
28,18,10,1,5.7,1
28,19,10,0,5.6,1
28,20,10,1,5.7,0
28,21,11,1,9.8,1
28,22,12,2,9.0,0
28,23,12,3,7.1,1
28,24,11,2,9.8,1
28,25,10,2,10.5,1
28,26,11,2,6.6,1
28,27,12,2,6.8,1
28,28,10,3,4.7,1
28,29,11,1,6.6,0
28,30,12,0,5.8,1
29,1,12,1,4.7,0
29,2,10,3,7.3,1
29,3,9,3,4.9,0
29,4,10,2,6.9,1
29,5,9,1,5.3,0
29,6,8,1,5.8,0
29,7,11,1,7.3,0
29,8,10,2,7.1,0
29,9,9,3,6.1,1
29,10,8,1,7.4,0
29,11,9,2,9.8,0
29,12,9,1,6.2,0
29,13,9,2,5.2,1
29,14,10,2,10.0,1
29,15,12,0,10.3,1
29,16,9,1,4.7,1
29,17,9,1,7.7,0
29,18,8,2,5.3,0
29,19,11,3,6.9,1
29,20,9,2,7.8,1
29,21,8,3,6.7,0
29,22,12,2,10.0,0
29,23,8,2,7.9,1
29,24,9,3,8.6,0
29,25,9,2,7.6,0
29,26,8,2,7.5,1
29,27,10,2,6.9,1
29,28,10,1,10.4,0
29,29,11,1,6.0,0
29,30,9,2,9.1,0
30,1,13,1,5.9,0
30,2,13,0,10.4,0
30,3,14,2,5.3,1
30,4,11,2,9.0,0
30,5,12,2,9.5,0
30,6,13,1,9.1,0
30,7,12,2,7.5,0
30,8,14,1,9.6,1
30,9,11,0,6.0,0
30,10,14,1,8.9,1
30,11,13,2,8.3,1
30,12,13,2,6.5,0
30,13,13,1,7.1,1
30,14,13,2,5.8,1
30,15,11,0,8.3,0
30,16,14,2,10.1,0
30,17,12,2,5.2,1
30,18,12,1,10.0,0
30,19,12,3,4.8,0
30,20,11,1,6.1,1
30,21,11,3,9.3,0
30,22,12,3,10.1,1
30,23,13,0,9.3,1
30,24,12,0,9.3,0
30,25,13,2,8.2,1
30,26,13,0,5.6,1
30,27,13,0,9.6,0
30,28,14,2,7.9,0
30,29,12,2,8.1,0
30,30,14,1,10.3,0
31,1,13,5,8.0,0
31,2,9,4,4.7,0
31,3,7,6,4.7,1
31,4,9,6,8.4,1
31,5,6,6,7.6,0
31,6,2,3,8.7,1
31,7,8,5,9.3,0
31,8,8,2,10.3,1
31,9,8,6,7.7,0
31,10,9,5,6.1,0
31,11,6,6,9.7,0
31,12,11,6,5.9,0
31,13,10,6,5.9,1
31,14,9,6,7.2,0
31,15,14,4,5.3,1
31,16,7,2,4.6,0
31,17,7,4,4.8,1
31,18,6,4,7.0,0
31,19,9,5,9.0,1
31,20,7,3,6.4,0
31,21,4,5,5.5,1
31,22,12,4,10.6,0
31,23,10,7,6.9,1
31,24,6,6,5.8,1
31,25,7,7,7.1,0
31,26,12,5,6.3,1
31,27,12,7,7.6,0
31,28,11,2,9.3,1
31,29,9,5,8.4,1
31,30,14,5,8.7,1
32,1,12,9,5.6,0
32,2,9,9,5.6,0
32,3,10,10,6.3,0
32,4,12,8,9.3,1
32,5,10,10,6.7,1
32,6,12,7,9.8,1
32,7,10,7,9.3,0
32,8,12,8,5.4,0
32,9,9,7,9.4,1
32,10,12,11,4.6,1
32,11,10,9,6.2,1
32,12,10,8,5.7,1
32,13,11,10,6.7,1
32,14,9,7,10.1,0
32,15,11,8,9.5,1
32,16,12,7,8.5,1
32,17,11,10,7.5,1
32,18,13,9,5.2,1
32,19,12,10,8.2,1
32,20,13,8,10.0,0
32,21,11,7,5.3,1
32,22,11,10,7.3,1
32,23,13,6,8.9,0
32,24,10,9,7.2,0
32,25,9,8,7.3,1
32,26,12,8,8.9,1
32,27,9,6,8.8,1
32,28,10,10,5.4,1
32,29,14,8,6.4,0
32,30,11,9,7.3,0
33,1,12,1,5.2,0
33,2,11,4,9.7,1
33,3,8,3,8.2,0
33,4,7,3,5.3,1
33,5,8,4,10.0,0
33,6,12,4,10.3,0
33,7,9,4,8.8,0
33,8,10,4,7.6,1
33,9,7,4,6.4,1
33,10,9,4,10.0,0
33,11,10,0,7.7,0
33,12,11,3,6.2,1
33,13,4,3,5.7,1
33,14,10,4,6.3,0
33,15,7,4,7.1,1
33,16,9,5,6.6,1
33,17,9,2,6.9,0
33,18,10,3,10.3,1
33,19,9,2,6.5,1
33,20,11,3,10.0,0
33,21,6,2,4.8,0
33,22,7,4,8.3,1
33,23,9,5,10.3,0
33,24,10,4,9.9,0
33,25,10,4,9.2,0
33,26,10,4,8.0,1
33,27,9,2,9.5,0
33,28,8,4,7.8,1
33,29,9,4,5.1,1
33,30,8,4,7.6,1
34,1,9,6,5.9,1
34,2,11,4,5.2,1
34,3,13,6,7.4,1
34,4,12,7,8.2,1
34,5,14,4,8.7,1
34,6,12,6,8.7,0
